OriginalQuery,RewrittenQuery,Type
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What is the Definition of ""Knowledge""","""Under the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Where is the No-Shop Clause","""What are the geographical and temporal restrictions on target companies' ability to engage in discussions or negotiations with other potential acquirers under the No-Shop Clause within the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What about the Fiduciary exception to the No-Shop Clause","""In the context of the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What is the Definition of ""Interveining Event""","""What constitutes an 'Interveining Event' as defined in the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Information about the Fiduciary Termination Right Triggers for termination","""Under what specific circumstances, as outlined in the Merger Agreement between ""Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Is there a Tail provision for acquisition proposals","""What clauses or provisions in the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What are the Ordinary course of business covenants","""What are the specific business practices and operational guidelines that the parties to the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Where is the Specific Performance clause","""Within the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Type of Consideration","""In the context of the Acquisition Agreement between Parent 'Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Information about the Closing Condition: Compliance with Covenants","""What specific covenants must HMS Holdings Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","""What are the specific representations and warranties related to the Target's assertion of 'No Material Adverse Effect' as of a particular date, within the Acquisition Agreement between Parent Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Material Adverse Effect""","""In the context of the Acquisition Agreement between Parent 'Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Knowledge""","""What is the precise definition of 'Knowledge' as stipulated in the Acquisition Agreement between Parent 'Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Where is the No-Shop Clause","""What clauses within the Acquisition Agreement between Parent 'Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What about the Fiduciary exception to the No-Shop Clause","""What specific exceptions or carve-outs to the No-Shop Clause in the Acquisition Agreement between Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Superior Proposal""","""What is the operative definition of a 'Superior Proposal' in the Acquisition Agreement between Parent Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Interveining Event""","""In the context of the Acquisition Agreement between Parent Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Information about the Fiduciary Termination Right Triggers for termination","""What are the specific fiduciary termination right triggers that, under the Acquisition Agreement between Parent 'Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Is there a Tail provision for acquisition proposals","""Under what circumstances and according to what terms, if any, does the Acquisition Agreement between Parent ""Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What are the Ordinary course of business covenants","""What specific covenants regarding the Ordinary course of business are outlined in the Acquisition Agreement between Parent Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Where is the Specific Performance clause","""In the Acquisition Agreement between Parent ""Gainwell Acquisition Corp?",Verbose
"Consider the Acquisition Agreement between Parent ""Gibraltar Acquisition Holdings LLC"" and Target ""W. R. Grace & Co.""; What is the Type of Consideration","""What type of consideration is specified in the Acquisition Agreement between Parent Gibraltar Acquisition Holdings LLC and Target W?",Verbose
"Consider the Acquisition Agreement between Parent ""Gibraltar Acquisition Holdings LLC"" and Target ""W. R. Grace & Co.""; Information about the Closing Condition: Accuracy of Target's Representations and Warranties","""What are the implications of inaccuracies in the Target's Representations and Warranties on the fulfillment of the Closing Condition under the Acquisition Agreement between Parent ""Gibraltar Acquisition Holdings LLC"" and Target ""W?",Verbose
"Consider the Acquisition Agreement between Parent ""Gibraltar Acquisition Holdings LLC"" and Target ""W. R. Grace & Co.""; Information about the Closing Condition: Compliance with Covenants","""What covenants are stipulated in the Acquisition Agreement between Gibraltar Acquisition Holdings LLC and W?",Verbose
"Consider the Acquisition Agreement between Parent ""Gibraltar Acquisition Holdings LLC"" and Target ""W. R. Grace & Co.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","""What representations regarding a material adverse effect, as of a specified date, are explicitly made by the Target entity W?",Verbose
